session,session_date,session_time,participant,sliders_correct,dict_treatment,dict_group_uid,dict_id_in_group,dict_attempt_1,dict_attempt_2,dict_attempt_3,dict_ans_check,dict_group_give,dict_group_die_1,dict_group_die_2,dict_payoff,dict_gachter_circles,bret_boxes_collected,bret_bomb,bret_payoff,svo_group_uid,svo_role,svo_1,svo_2,svo_3,svo_4,svo_5,svo_6,svo_mean_self,svo_mean_other,svo_score,svo_classification,svo_paid_choice,svo_payoff,risque_general,risque_sante,risque_argent,patience,confiance_autres,confiance_autres_general,confiance_autres_famille,confiance_autres_travail,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,politique,experiment_participation,part2_selected_task,comments,final_payoff
iska0u63,2023-06-05,15:33:09.960300,cf2yqqan,19,0,s12g8,2,,,,0,0,0,0,10.0,1.0,45,True,0.0,s12g9,1,0,8,8,3,4,4,83.5,71.833,33.094,prosocial,2.0,100.0,5,0,0,6,0,6,8,5,2000,0,SN,0,True,3,8,,2,True,1,,10.0
zknsvvur,2021-10-07,14:05:12.134555,ciwrrs1j,20,3,s31g7,1,1.0,1.0,0.0,0,1,3,0,19.0,,65,True,0.0,s31g6,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,15.0,6,2,2,3,0,1,5,1,1999,0,LB,0,True,5,13,,4,True,2,,19.75
jh8e81hs,2021-10-14,14:35:03.731607,ckk592kz,20,1,s13g8,1,1.0,2.0,2.0,1,0,1,0,20.0,,6,False,0.6,s13g8,2,0,8,8,4,0,0,89.667,63.0,18.145,individualist,5.0,50.0,7,0,5,9,0,3,6,3,1992,1,NE,0,True,7,8,,5,True,1,,20.6
1picali9,2021-09-23,14:04:50.746326,clam7ljj,20,0,s0g4,2,,,,0,10,0,0,20.0,,50,False,5.0,s0g4,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,3.0,85.0,7,5,6,8,0,4,9,4,2002,1,FR,0,True,1,8,,5,True,2,,24.25
vrmpn3zv,2023-10-05,14:08:37.798927,clj7lb3j,20,2,s29g5,1,1.0,0.0,2.0,2,10,1,0,20.0,2.0,7,False,0.7,s29g3,2,4,6,8,4,2,4,85.833,60.833,16.821,individualist,2.0,50.0,7,3,5,5,0,5,9,1,2005,0,FR,0,True,0,0,,6,True,2,,22.5
1picali9,2021-09-23,14:04:50.830097,cpitlsb6,20,0,s0g8,2,,,,0,7,0,0,17.0,,70,True,0.0,s0g8,2,0,8,8,0,0,0,86.667,70.0,28.61,prosocial,4.0,47.0,10,10,10,10,0,10,7,8,1993,1,DZ,0,True,4,6,,5,True,2,,19.35
ql3gbopg,2022-02-28,14:38:37.576487,cyqqxkbb,20,0,s20g4,2,,,,0,10,0,0,20.0,,15,False,1.5,s20g4,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,5.0,75.0,5,1,4,5,0,3,10,6,1996,0,RU,0,False,5,9,8.0,5,True,2,,23.75
iska0u63,2023-06-05,15:33:09.843531,d2osut2v,20,0,s12g6,2,,,,0,10,0,0,20.0,2.0,30,False,3.0,s12g6,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,5.0,50.0,4,0,5,0,0,3,9,4,2003,0,FR,0,False,0,26,8.0,4,True,2,Expérience sympathique,22.5
pb87jhkl,2023-10-05,10:04:54.917139,d4i084as,20,1,s19g4,1,2.0,2.0,1.0,1,10,2,0,30.0,4.0,50,False,5.0,s19g6,1,0,8,8,4,4,4,84.333,70.167,30.43,prosocial,2.0,100.0,7,3,4,2,0,5,5,1,1999,0,FR,1,False,5,6,8.0,7,True,2,,35.0
l4hdbtm8,2021-09-24,13:15:16.214371,d4lolxls,20,2,s15g3,1,0.0,1.0,1.0,1,5,2,0,25.0,,15,False,1.5,s15g2,2,0,7,8,3,4,4,83.167,71.167,32.546,prosocial,2.0,50.0,8,0,4,9,1,8,10,5,1996,0,FR,0,True,5,17,,4,True,1,,26.5
zoyfmdzc,2023-09-11,10:06:16.029403,d60fobqs,40,0,s32g2,1,,,,0,10,0,0,20.0,4.0,20,False,2.0,s32g2,2,8,8,8,8,8,8,81.667,58.333,14.743,individualist,5.0,75.0,10,7,9,8,0,2,10,2,1971,0,FR,3,False,5,26,3.0,5,True,1,"Cette expérience est fluide et rapide, sans longue attente de décision des autres participants. La participation est donc plus agréable que sur d'autres expériences.",22.0
v645jz3v,2021-12-02,14:36:58.116592,d91ddmjn,20,3,s27g7,2,1.0,1.0,0.0,0,5,3,0,5.0,,24,True,0.0,s27g8,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,3.0,85.0,5,2,3,2,1,9,10,10,1961,0,FR,0,False,5,26,2.0,2,True,1,Intéressant.  Difficile de comprendre les règles de la première tâche (formulation),5.0
lumtsvlr,2023-10-05,15:13:23.748264,dd0jzksn,20,3,s16g2,2,1.0,1.0,0.0,0,8,4,0,28.0,4.0,50,False,5.0,s16g3,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,100.0,7,2,7,5,0,3,9,6,1999,1,FR,0,True,5,5,,10,True,1,Merci,33.0
tocih6v9,2021-10-14,13:05:54.484347,do7cqk8z,20,0,s25g4,1,,,,0,5,0,0,25.0,,42,True,0.0,s25g3,1,0,8,8,3,5,8,81.167,75.667,39.473,prosocial,2.0,100.0,7,4,4,3,0,0,10,5,1997,0,FR,0,True,5,17,,8,True,1,,25.0
1picali9,2021-09-23,14:04:50.880102,dozebuqt,20,0,s0g6,2,,,,0,10,0,0,20.0,,70,False,7.0,s0g5,2,0,8,8,2,0,0,88.167,66.5,23.379,prosocial,1.0,85.0,8,0,7,8,0,2,9,3,1999,1,FR,0,True,4,8,,5,True,2,difficultés à comprendre l'utilité réelle de l'exercice 1.,24.25
hib3cqt6,2023-07-17,10:14:53.348309,dsx47n7t,20,0,s11g2,1,,,,0,10,0,0,20.0,2.0,30,False,3.0,s11g4,1,1,2,8,4,0,7,85.667,62.333,19.074,individualist,5.0,100.0,4,0,0,5,0,5,10,0,2001,0,CO,0,True,1,0,,5,True,2,Merci beaucoup !,25.0
ucou4xpq,2023-10-05,11:07:37.848982,dxrv0kbd,20,2,s26g6,2,0.0,0.0,1.0,0,5,5,0,5.0,4.0,25,True,0.0,s26g4,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,63.0,4,3,0,6,0,4,9,6,2005,0,FR,0,True,0,6,,0,False,1,J'ai trouvé cela intéressant de tester une expérience.,5.0
56arlii3,2021-10-07,09:04:02.043429,dywags27,20,3,s2g4,1,1.0,0.0,1.0,2,5,3,0,15.0,,5,False,0.5,s2g4,2,0,8,8,3,3,4,84.5,70.833,31.126,prosocial,2.0,50.0,3,1,2,8,0,2,9,5,2000,0,MA,0,True,3,6,,5,True,1,,15.5
9la3iku5,2023-06-05,14:05:06.476271,e063ty9k,20,3,s6g4,1,2.0,1.0,0.0,1,5,2,0,35.0,3.0,65,True,0.0,s6g6,2,2,6,8,5,2,3,86.667,61.167,16.938,individualist,1.0,85.0,7,7,5,4,0,5,10,5,1988,1,FR,0,False,0,26,5.0,6,True,2,rapide et claire.,39.25
iska0u63,2023-06-05,15:33:09.827181,ef6b7ld0,20,0,s12g2,2,,,,0,10,0,0,20.0,1.0,11,False,1.1,s12g5,1,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,3.0,85.0,8,0,4,7,0,3,10,1,2004,0,FR,0,True,1,8,,4,True,1,c'est facile,21.1
9hkdzuk6,2021-12-02,11:12:19.646895,em98z16t,20,1,s5g7,1,2.0,2.0,2.0,0,5,5,0,15.0,,20,False,2.0,s5g7,1,0,7,8,4,4,8,82.667,72.333,34.359,prosocial,2.0,98.0,7,3,7,6,1,9,10,8,1974,0,FR,3,False,3,26,4.0,0,True,2,dynamique et clair. un test assez agréable. merci,19.9
ccxcrzzr,2021-10-14,09:04:30.383655,ew5t4s6v,20,3,s8g3,1,1.0,1.0,0.0,0,5,4,0,35.0,,50,False,5.0,s8g4,1,0,8,8,8,0,4,91.333,58.833,12.063,individualist,6.0,93.0,10,2,6,7,1,10,10,5,2002,0,FR,0,True,2,26,,0,True,1,,40.0
tocih6v9,2021-10-14,13:05:54.568343,f1uspv1b,20,0,s25g5,1,,,,0,10,0,0,20.0,,50,False,5.0,s25g5,1,0,8,0,0,0,8,78.333,78.333,45.0,prosocial,2.0,100.0,7,8,6,8,0,4,6,3,2003,1,FR,0,True,0,6,,5,False,1,,25.0
vrmpn3zv,2023-10-05,14:08:37.815626,f82c55dp,20,2,s29g2,1,0.0,0.0,1.0,0,10,6,0,20.0,2.0,25,False,2.5,s29g2,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,6.0,50.0,6,9,5,7,0,8,1,6,2004,0,FR,0,True,1,6,,2,True,2,,22.5
9la3iku5,2023-06-05,14:05:06.276213,f8676bjs,18,3,s6g5,1,1.0,1.0,0.0,0,5,4,0,35.0,1.0,70,True,0.0,s6g4,2,0,8,8,4,0,8,87.167,68.833,26.872,prosocial,2.0,50.0,8,5,7,7,0,2,6,2,2003,1,CI,0,True,3,6,,3,True,1,,35.0
jh8e81hs,2021-10-14,14:35:03.554661,fd24bkgp,20,1,s13g6,2,1.0,1.0,2.0,2,2,5,0,12.0,,15,True,0.0,s13g5,1,3,4,6,4,0,4,85.833,59.5,14.849,individualist,2.0,93.0,5,5,8,3,0,4,9,5,1989,0,MG,3,False,3,0,5.0,5,True,2,,16.65
l4hdbtm8,2021-09-24,13:15:16.264756,fe10n697,20,2,s15g7,2,0.0,1.0,1.0,1,10,6,0,30.0,,50,True,0.0,s15g9,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,6.0,85.0,6,0,5,8,0,2,10,4,1994,1,FR,0,True,6,17,,5,True,1,,30.0
lumtsvlr,2023-10-05,15:13:23.865001,fe67j0ah,20,3,s16g4,1,1.0,1.0,0.0,0,0,1,0,20.0,2.0,10,False,1.0,s16g9,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,89.0,4,0,2,3,0,3,10,6,2001,1,FR,0,True,5,6,,3,True,2,,24.45
l4hdbtm8,2021-09-24,13:15:16.406141,ffmitlxh,19,2,s15g5,1,1.0,2.0,1.0,2,2,3,0,28.0,,15,True,0.0,s15g6,2,0,8,4,4,4,7,80.5,73.667,37.81,prosocial,4.0,15.0,5,6,5,3,0,2,10,0,2001,0,CI,0,True,2,8,,4,True,2,,28.75
ricx69vg,2021-10-07,12:35:20.685409,fjauphv3,20,1,s23g7,2,2.0,2.0,0.0,1,0,4,0,10.0,,37,True,0.0,s23g5,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,2.0,46.0,5,1,4,7,0,5,8,4,2001,0,FR,0,True,3,9,,6,False,1,,10.0
yqf918j3,2023-09-11,13:05:09.835486,fknv74mj,40,1,s30g3,1,2.0,2.0,2.0,0,5,6,0,35.0,2.0,55,True,0.0,s30g2,2,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,1.0,85.0,8,10,6,8,0,6,9,5,2004,1,FR,0,True,0,9,,6,False,2,,39.25
vrmpn3zv,2023-10-05,14:08:37.832942,fkw257pj,20,2,s29g5,2,1.0,0.0,1.0,1,10,1,0,10.0,5.0,45,False,4.5,s29g5,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,100.0,6,5,3,8,1,7,10,7,2005,0,FR,0,True,0,0,,5,True,1,"experience cool, merci!",14.5
hib3cqt6,2023-07-17,10:14:53.331718,fle94ry7,20,0,s11g4,1,,,,0,0,0,0,30.0,1.0,19,False,1.9,s11g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,50.0,3,0,3,6,0,0,5,0,2005,1,FI,0,True,0,26,,5,True,2,Expérience assez importante et pertinante.,32.5
zoyfmdzc,2023-09-11,10:06:16.096051,fswwt0yr,40,0,s32g7,1,,,,0,5,0,0,25.0,2.0,5,False,0.5,s32g6,2,0,8,8,3,4,0,84.667,68.833,28.513,prosocial,3.0,85.0,7,2,4,7,0,3,10,4,2002,0,TN,0,True,2,17,,5,True,2,une experience assez intéressante,29.25
t7l852vx,2023-06-06,14:04:26.843272,fu3h7at3,20,1,s24g7,2,2.0,2.0,2.0,0,10,2,0,20.0,2.0,55,True,0.0,s24g8,1,0,8,8,0,0,0,86.667,70.0,28.61,prosocial,5.0,100.0,7,3,4,4,0,7,9,5,2005,0,FR,0,True,0,8,,2,True,1,nice:),20.0
ql3gbopg,2022-02-28,14:38:37.458842,fz8a4vzj,20,0,s20g5,2,,,,0,1,0,0,11.0,,25,False,2.5,s20g6,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,15.0,7,5,7,8,0,6,5,4,2003,1,FR,0,True,0,3,,5,False,1,"J'ai essayé d'etre egalitaire dans la tache 2 partie 2 en mettant les memes valeurs pour chaque personne mais malheureusement j'ai perdu..  Pour la tache partie 2 tache 1, je crois ne pas avoir vu combien de bombes y avait -il dans la grille, alors j'ai eu du mal a faire mon choix.",13.5
pb87jhkl,2023-10-05,10:04:54.867157,g5loaqga,20,1,s19g2,1,2.0,2.0,2.0,0,0,6,0,40.0,2.0,50,False,5.0,s19g3,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,3.0,85.0,6,1,2,3,0,0,0,0,2005,1,FR,0,True,1,3,,6,False,2,Dommage qu'on ne puisse pas voir les résultats en statistiques des choix des individus cela aurait été très intéressant que nous aussi puissions voir et analyser les choix des participants  Sinon à refaire,44.25
obg57lsl,2022-02-28,10:11:13.168635,g7gmpcbm,19,3,s18g4,1,1.0,1.0,0.0,0,10,5,0,10.0,,51,True,0.0,s18g5,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,50.0,7,2,7,5,0,9,10,8,1995,1,FR,0,True,4,7,,9,False,2,,12.5
mbii9qpy,2023-07-17,14:05:24.663814,gbnx1820,20,3,s17g2,1,1.0,1.0,0.0,0,10,1,0,10.0,4.0,50,True,0.0,s17g3,2,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,1.0,85.0,4,3,1,9,0,6,10,2,1998,1,FR,0,True,5,2,,3,True,1,,10.0
vrmpn3zv,2023-10-05,14:08:37.747222,gn0jgjx1,20,2,s29g2,2,0.0,0.0,2.0,1,10,6,0,30.0,2.0,57,True,0.0,s29g2,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,100.0,8,0,9,5,0,2,8,5,2001,1,FR,1,True,2,26,,0,True,2,,35.0
ql3gbopg,2022-02-28,14:38:37.626891,gnoyvg0u,20,0,s20g3,1,,,,0,5,0,0,25.0,,13,False,1.3,s20g2,2,0,8,8,4,0,8,87.167,68.833,26.872,prosocial,6.0,85.0,7,3,5,9,0,3,6,3,1987,1,FR,1,False,5,13,4.0,2,True,1,"des décisions simples à prendre, mais qui permet de mesurer le degré d'individualisme, d'égoïsme de chacun. Dans les circonstances actuelles, l'humanité et le partage sont essentiels pour éviter le despotisme et le totalitarisme. Mais l'appât du gain est et reste là.  Expérience qui doit l'illustrer.",26.3
d3x68v1t,2021-12-02,09:35:03.392312,gt00qxg3,20,0,s10g2,1,,,,0,5,0,0,25.0,,30,False,3.0,s10g2,1,5,8,6,8,0,3,90.0,51.333,1.909,individualist,6.0,94.0,6,0,0,10,0,0,7,3,2001,0,FR,0,True,1,8,,2,True,2,,29.7
qpboszoi,2023-09-11,14:35:07.063628,gwe9u73n,40,2,s21g6,2,1.0,0.0,1.0,1,0,4,0,20.0,1.0,10,False,1.0,s21g5,2,4,8,8,3,4,7,82.5,68.167,29.205,prosocial,3.0,87.0,8,2,5,9,0,0,8,0,1995,1,FR,0,False,0,26,5.0,8,False,1,,21.0
qpboszoi,2023-09-11,14:35:07.030314,gzc01aym,40,2,s21g6,1,1.0,0.0,2.0,2,0,4,0,30.0,1.0,89,True,0.0,s21g5,1,0,8,7,8,0,0,91.833,56.167,8.386,individualist,3.0,81.0,7,0,9,0,0,5,9,7,2004,0,MR,0,True,1,6,,6,False,1,,30.0
obg57lsl,2022-02-28,10:11:13.079093,h0amg05s,20,3,s18g5,2,2.0,1.0,0.0,1,10,1,0,10.0,,10,False,1.0,s18g2,2,0,8,8,3,1,8,85.333,71.5,31.32,prosocial,4.0,15.0,7,0,5,2,0,4,9,4,1998,0,FR,0,True,4,26,,9,True,1,,11.0
tocih6v9,2021-10-14,13:05:54.551728,h272lguw,20,0,s25g3,1,,,,0,1,0,0,29.0,,50,True,0.0,s25g4,1,0,8,8,8,0,8,90.0,61.667,16.261,individualist,2.0,100.0,2,2,0,0,0,4,10,2,1999,0,FR,0,True,4,6,,2,True,1,,29.0
zoyfmdzc,2023-09-11,10:06:16.062711,h2irfkuh,40,0,s32g6,2,,,,0,5,0,0,15.0,2.0,50,False,5.0,s32g5,1,0,8,8,3,0,8,86.333,70.5,29.433,prosocial,3.0,85.0,7,5,9,8,0,7,7,7,2005,1,FR,0,True,0,6,,6,False,1,,20.0
hib3cqt6,2023-07-17,10:14:53.230064,h39xwx6k,20,0,s11g6,1,,,,0,5,0,0,25.0,7.0,48,False,4.8,s11g6,2,0,8,8,8,0,8,90.0,61.667,16.261,individualist,4.0,58.0,8,0,5,10,1,6,9,7,1978,0,FR,2,False,0,8,8.0,5,True,2,très bien a refaire avec plisir,27.9
tocih6v9,2021-10-14,13:05:54.584901,h3cvhcm7,20,0,s25g6,1,,,,0,0,0,0,30.0,,20,True,0.0,s25g6,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,100.0,6,0,2,7,0,3,10,3,1997,1,FR,0,True,5,26,,6,True,1,,30.0
jh8e81hs,2021-10-14,14:35:03.578860,h965umz6,20,1,s13g8,2,1.0,2.0,2.0,1,0,1,0,10.0,,4,False,0.4,s13g8,1,8,2,2,8,0,8,83.833,47.5,-4.226,individualist,5.0,100.0,6,3,5,5,0,5,6,4,1991,0,CM,0,True,6,22,,5,True,1,,10.4
lumtsvlr,2023-10-05,15:13:23.798374,hd7tf4ut,20,3,s16g6,1,1.0,2.0,0.0,1,10,6,0,30.0,3.0,32,True,0.0,s16g8,1,0,8,0,2,5,2,76.5,75.667,44.085,prosocial,1.0,85.0,10,5,7,10,0,3,5,3,1997,0,MX,0,True,5,26,,3,False,2,Je l'a passée très bien; c'est un bon activité de probabilité.,34.25
8pf0hrk6,2022-02-28,13:02:19.785381,hd8q05ah,18,0,s4g2,2,,,,0,10,0,0,20.0,,5,False,0.5,s4g2,2,8,5,8,8,1,1,90.167,43.667,-8.96,individualist,6.0,85.0,0,0,10,0,0,0,0,0,1999,0,FR,0,True,4,6,,7,False,1,intéressant,20.5
cupsfubn,2021-12-02,13:09:29.973506,hdgihsbq,20,2,s9g2,1,1.0,2.0,0.0,3,10,4,0,20.0,,6,False,0.6,s9g2,2,4,6,8,6,0,5,88.833,55.667,8.303,individualist,2.0,50.0,5,0,5,7,0,5,10,7,2003,1,FR,0,True,1,6,,5,True,1,,20.6
lumtsvlr,2023-10-05,15:13:23.764970,hdq7s4l2,20,3,s16g2,1,1.0,2.0,0.0,1,8,4,0,32.0,2.0,30,False,3.0,s16g3,2,0,8,8,4,0,0,89.667,63.0,18.145,individualist,6.0,50.0,7,4,4,2,0,5,9,4,2001,1,FR,0,True,4,26,,3,False,1,,35.0
4j0x1iqn,2021-10-14,10:40:10.135704,hdrfqd1r,20,2,s1g4,2,1.0,0.0,0.0,2,0,1,0,0.0,,30,False,3.0,s1g5,1,0,8,8,5,3,5,85.667,68.0,26.779,prosocial,6.0,91.0,8,2,8,6,0,3,9,5,2001,1,FR,0,True,2,6,,6,True,1,,3.0
qq90voxd,2021-09-24,09:45:54.393714,hihtxam2,20,1,s22g9,2,2.0,0.0,1.0,2,5,3,0,15.0,,65,True,0.0,s22g9,2,4,7,0,7,2,3,82.667,58.0,13.761,individualist,2.0,50.0,8,6,7,10,0,3,3,0,2001,0,GP,0,True,2,6,,5,True,1,dans la tache 1 il aurai fallut preciser que on ne pourai faire que 1 seule fois le choix pour choisir les case sinon l'ensemble etait bon,15.0
l4hdbtm8,2021-09-24,13:15:16.322809,hl6tf18h,20,2,s15g10,1,0.0,0.0,0.0,1,5,2,0,25.0,,15,True,0.0,s15g10,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,2.0,50.0,7,3,1,8,0,1,1,0,2000,0,MA,0,True,3,6,,7,False,2,,27.5
9la3iku5,2023-06-05,14:05:06.203688,hnl3di6u,20,3,s6g3,2,1.0,1.0,1.0,1,10,4,0,30.0,3.0,35,True,0.0,s6g2,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,1.0,85.0,3,0,3,5,0,2,8,2,2003,0,FR,0,True,2,8,,3,True,2,,34.25
l4hdbtm8,2021-09-24,13:15:16.247692,hoykcjap,20,2,s15g8,2,1.0,0.0,1.0,1,10,1,0,10.0,,50,False,5.0,s15g5,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,4.0,68.0,8,3,3,6,0,5,3,8,1999,1,FR,0,False,2,25,8.0,4,True,1,,15.0
9la3iku5,2023-06-05,14:05:06.260040,ht8fb7la,20,3,s6g10,1,1.0,1.0,0.0,0,2,4,0,38.0,2.0,20,False,2.0,s6g9,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,68.0,6,2,3,5,0,6,9,3,2004,0,FR,0,True,0,2,,4,True,1,,40.0
ricx69vg,2021-10-07,12:35:20.434809,hu3f8nzk,20,1,s23g10,1,2.0,1.0,0.0,2,5,3,0,15.0,,50,True,0.0,s23g10,1,8,0,8,8,0,8,87.5,44.167,-8.841,individualist,1.0,85.0,6,6,5,8,0,5,8,5,1995,1,MA,0,True,5,6,,5,True,1,,15.0
77fw3e9h,2021-10-07,15:37:35.188395,hv8w44jj,20,0,s3g6,1,,,,0,5,0,0,25.0,,5,False,0.5,s3g5,2,4,1,1,1,5,0,74.833,64.5,30.281,prosocial,1.0,85.0,10,0,2,5,0,0,10,0,1991,0,FR,0,True,0,19,,3,True,1,,25.5
ricx69vg,2021-10-07,12:35:20.652021,i2in4suf,20,1,s23g8,2,2.0,2.0,2.0,0,10,6,0,20.0,,15,True,0.0,s23g6,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,5.0,75.0,3,0,3,0,0,2,6,0,1997,0,FR,0,True,5,19,,7,True,2,,23.75
iska0u63,2023-06-05,15:33:09.926984,iazugfch,20,0,s12g5,1,,,,0,8,0,0,22.0,6.0,40,False,4.0,s12g3,2,0,8,8,5,2,1,88.0,64.0,20.225,individualist,4.0,68.0,8,1,3,8,0,6,10,8,2000,0,FR,0,True,4,6,,7,True,1,Bonne expérience. Intéressante.,26.0
77fw3e9h,2021-10-07,15:37:35.138370,idq92wmj,20,0,s3g4,2,,,,0,5,0,0,15.0,,80,True,0.0,s3g3,2,4,8,8,5,0,0,90.333,55.333,7.532,individualist,1.0,15.0,7,0,7,5,0,0,10,0,1999,1,IT,1,True,1,9,,10,True,1,,15.0
bgvzfud6,2023-06-06,15:44:36.464125,ifjmqeon,20,2,s7g4,2,0.0,2.0,2.0,2,5,5,0,5.0,4.0,50,False,5.0,s7g3,1,0,6,6,3,4,8,80.0,73.833,38.465,prosocial,5.0,75.0,10,8,8,1,0,0,6,2,2007,0,FR,0,True,0,9,,5,True,1,expérience enrichissante,10.0
qq90voxd,2021-09-24,09:45:54.595370,iiuwnqg3,20,1,s22g7,1,0.0,2.0,2.0,1,5,3,0,15.0,,25,False,2.5,s22g4,2,0,8,7,4,3,7,83.667,71.667,32.764,prosocial,3.0,87.0,10,8,0,10,0,0,10,0,1998,1,FR,0,True,2,6,,4,True,1,,17.5
tocih6v9,2021-10-14,13:05:54.432252,imk6z8zn,20,0,s25g2,2,,,,0,10,0,0,20.0,,7,False,0.7,s25g2,2,0,8,8,7,0,0,91.833,57.667,10.386,individualist,1.0,85.0,7,3,4,9,0,7,9,4,2000,1,FR,0,True,2,9,,3,True,2,"Rapide et efficace, un bon moyen de se faire un peu de sous. Peut être se pencher sur le temps consacrée aux personnes à leur telephones  Merci",24.25
yqf918j3,2023-09-11,13:05:09.935574,ipev72py,40,1,s30g2,1,0.0,0.0,1.0,3,6,6,0,34.0,3.0,40,True,0.0,s30g4,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,3.0,85.0,4,4,7,2,0,3,7,5,2005,1,FR,0,True,1,8,,10,True,2,Expérience rapide et très facile à comprendre. Très bien,38.25
jh8e81hs,2021-10-14,14:35:03.614915,ishs1yjr,20,1,s13g6,1,2.0,0.0,0.0,2,2,5,0,18.0,,35,False,3.5,s13g7,2,8,0,8,8,1,0,89.0,39.333,-15.297,competitive,3.0,98.0,3,2,4,3,0,1,3,2,1998,1,MA,0,True,2,5,,5,True,1,,21.5
ricx69vg,2021-10-07,12:35:20.568669,iuiauyhs,20,1,s23g7,1,1.0,2.0,2.0,1,0,4,0,40.0,,55,True,0.0,s23g8,1,0,8,8,8,0,3,91.5,58.0,10.911,individualist,1.0,85.0,3,0,2,7,0,0,10,0,1997,0,FR,0,True,6,19,,10,True,2,,44.25
obg57lsl,2022-02-28,10:11:13.118632,ivyjti0j,19,3,s18g2,2,1.0,2.0,0.0,1,5,2,0,25.0,,65,False,6.5,s18g4,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,6.0,50.0,7,4,5,7,0,6,7,3,1997,0,LB,0,True,5,19,,4,True,1,,31.5
vrmpn3zv,2023-10-05,14:08:38.007537,j180c6zq,20,2,s29g8,2,0.0,0.0,1.0,0,10,4,0,30.0,1.0,9,True,0.0,s29g6,1,0,8,7,4,4,8,82.333,73.333,35.816,prosocial,4.0,68.0,10,0,5,3,0,6,10,5,2005,0,FR,0,True,0,6,,7,True,1,J'ai beaucoup aimé cette expérience !!!,30.0
jh8e81hs,2021-10-14,14:35:03.598135,j2a8cc05,20,1,s13g2,2,1.0,2.0,1.0,2,10,1,0,20.0,,30,True,0.0,s13g3,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,63.0,7,4,1,7,0,6,6,8,2000,1,FR,0,True,1,8,,5,False,2,,23.15
l4hdbtm8,2021-09-24,13:15:16.071619,j2qmbdln,20,2,s15g2,1,1.0,0.0,0.0,2,10,6,0,20.0,,40,True,0.0,s15g5,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,63.0,8,0,8,7,0,1,5,2,1999,1,FR,0,True,4,6,,6,True,2,,23.15
pb87jhkl,2023-10-05,10:04:54.967252,j8j7cypc,19,1,s19g4,2,1.0,2.0,0.0,2,10,2,0,20.0,1.0,10,False,1.0,s19g4,1,0,8,5,0,8,8,73.667,85.167,56.06,prosocial,3.0,72.0,6,3,6,8,0,4,10,6,1999,1,FR,0,True,1,9,,7,True,2,,23.6
4j0x1iqn,2021-10-14,10:40:10.302431,ja1icnp6,20,2,s1g8,1,0.0,0.0,1.0,0,5,4,0,25.0,,50,False,5.0,s1g6,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,50.0,8,6,4,4,0,5,10,4,1996,0,FR,0,False,3,2,4.0,5,True,2,,27.5
d3x68v1t,2021-12-02,09:35:03.359039,jb0tfc2h,20,0,s10g4,1,,,,0,10,0,0,20.0,,40,False,4.0,s10g4,1,0,8,8,0,0,8,84.167,75.833,37.092,prosocial,3.0,85.0,4,1,6,8,1,9,10,7,2000,1,FR,0,True,3,6,,5,True,2,,24.25
1picali9,2021-09-23,14:04:50.963552,jbxlnorh,19,0,s0g9,2,,,,0,0,0,0,10.0,,20,False,2.0,s0g10,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,6,3,4,8,0,6,10,7,1991,1,DZ,0,True,5,6,,4,True,1,,12.0
